Protein group ID	ID'ed in Moloney et al.	tagm.map.localisation.prediction	Protein IDs (Tb427)	Majority protein IDs (Tb427)	Protein IDs (Both 427 and 927)	Majority protein IDs (Both 427 and 927)	Protein description	Guther et al. Name	Guther et al. Description	Mito. OM acc. to Niemann et al. (2013)	Mito. IM acc. to Niemann et al. (2013)	Glycosomal acc. to Güther et al. (2014)	Comments	Is a dual localized protein	TMD/hydrophobic protein	TM Presence	Guther et al High + TM	Peroxins and known PMPs	Marker - NEW	Marker protein name	Mol. weight [kDa]	Q-value	Score	Mean correlation	p-value	Class 1/2 PMP final assessment	Class 1/2 protein (preliminary)	Glycosomes (Total)	SN0	SN1	SN2	Glycosomal membrane (MP)	Correlation Glyco-mem Rep1	Correlation Glyco-mem Rep2	Correlation Glyco-mem Rep3	Correlation Glyco-mem imputed Rep1	Correlation Glyco-mem imputed Rep2	Correlation Glyco-mem imputed Rep3	Glycosomes (Total)	SN0	SN1	SN2	Glycosomal membrane (MP)	Glycosomes (Total)	SN0	SN1	SN2	Glycosomal membrane (MP)	Glycosomes (Total)	SN0	SN1	SN2	Glycosomal membrane (MP)	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22
2492			Tb427_090031400	Tb427_090031400	Tb427_090031400;Tb927.9.5690	Tb427_090031400;Tb927.9.5690	"60s Acidic ribosomal protein, putative "		"60S acidic ribosomal protein, putative"												11.09	0	208.68	-0.1824787	9.98E-01			0.310306918	0.667036658	0.669165175	0.251354614	0.217634286	-0.438235433	-0.433123738	0.323922932	-0.438235433	-0.433123738	0.323922932	0.470469367	1	0.49536144	0.398258382	0.326859578	0.460125589	1	0.512134084	0.355643138	0.318018074	0.000325797	0.001109975	1	0.000162321	0.008025207	0.000303687	0.013469802	0.004803688	0.000115586	0.001802697	0.000714811	0.393314892	1	0.989303827	0.004707238	0.000454252	0.00092319
1899			Tb427_070073700	Tb427_070073700	Tb427_070073700;Tb927.7.6770	Tb427_070073700;Tb927.7.6770	"Acyl CoA binding protein, putative "		"hypothetical protein, conserved"			High-confidence									10.932	0	205.88	-0.183377	9.98E-01			0.426223382	0.630215655	0.896550756	0.375623869	0.381796748	-0.421618841	-0.449297296	0.320784993	-0.421618841	-0.449297296	0.320784993	0.567555147	1	0.689652267	0.478091619	0.470388112	0.709890928	0.882585623	1	0.648333946	0.667913439	0.00122407	0.008061342	1	0.000446041	0.007088692	0.000410826	0.000647848	0.002261546	0.003487111	0.00156221	0.001639113	0.031067654	1	0.744744945	0.012119497	0.000459233	0.001421636
1961			Tb427_080008300	Tb427_080008300	Tb427_080008300;Tb927.8.810	Tb427_080008300;Tb927.8.810	"hypothetical protein, conserved "		"radial spoke protein RSP9, putative"												37.504	0	191.44	-0.184799	9.58E-01			0.378379881	0.443371257	1	0.036351904	0.089844923	-0.503242438	-0.494444389	0.443289884	-0.503242438	-0.494444389	0.443289884	0.46424725	0.816487713	1	0.052617083	0.072784831	0.644455194	0.409420728	1	0.011638145	0.010383057	0.026437198	0.10420533	1	0.044800486	0.186366881	0.000291998	0.003759719	0.004363309	0.000201983	0.000259242	9.6909E-05	1	0.745990136	0.037987071	7.2762E-06	6.0302E-06	4.79419E-05
660			Tb427_030031000	Tb427_030031000	Tb427_030031000;Tb927.3.3040	Tb427_030031000;Tb927.3.3040	"Right handed beta helix region/Periplasmic copper-binding protein (NosD), putative "		"hypothetical protein, conserved"												28.762	0	131.46	-0.18774	9.72E-01			0.607201714	0.588784539	0.938336343	0.493064516	0.512583521	-0.533351209	-0.425771558	0.395902627	-0.533351209	-0.425771558	0.395902627	0.957424642	1	0.815009029	0.791302409	0.765509247	0.851464468	0.722977357	1	0.667728773	0.664171576	0.012716031	0.043376261	1	0.020162365	0.108069739	0.023890238	0.065199034	0.037726054	0.040767929	0.020340947	0.011510491	1	0.443747502	0.054895488	0.024541774	0.019818202	0.006210078
4119			Tb427_110090000	Tb427_110090000	Tb427_110090000;Tb927.11.8230	Tb427_110090000;Tb927.11.8230	"hypothetical protein, conserved "		"hypothetical protein, conserved"												46.004	0.0040151	2.1866	-0.1877696	9.47E-01			0.043634998	0.342327295	0.713470343	0.029240382	0.141921839	-0.170798854	-0.268514692	-0.123995143	-0.170798854	-0.268514692	-0.123995143	0.016951302	0.011205191	1	0.002059313	0.056514204	0.005507895	0.015776693	1	0.003099742	0.03837003	0.108445796	1	0.14041103	0.08256209	0.330881283	0.154048145	0.606751681	0.195810187	0.130609974	0.146684631	0.150949582	0.310208919	1	0.702628986	0.182177247	0.197503748	0.162895513
3967			Tb427_110061900	Tb427_110061900	Tb427_110061900;Tb927.11.5680	Tb427_110061900;Tb927.11.5680	"Leucine rich repeat/Leucine Rich repeats (2 copies), putative "		"dynein light chain, putative"												23.96	0	218.63	-0.1891614	9.47E-01			0.389448533	0.656572856	1	0.065494736	0.125300593	-0.507491638	-0.560165476	0.500172903	-0.507491638	-0.560165476	0.500172903	0.395088247	0.815916658	1	0.027310427	0.0211166	0.6151566	0.905560882	1	0.000567218	0.002204698	0.158100753	0.248241028	1	0.168606563	0.35258048	0.000748444	0.612803304	0.13631905	0.000204071	0.000581225	0.000381169	1	0.624161074	0.273726553	0.002622397	0.000621821	0.000395671
3866			Tb427_110043000	Tb427_110043000	Tb427_110043000;Tb927.11.3730	Tb427_110043000;Tb927.11.3730	"tRNA synthetases class I (I, L, M and V)/tRNA synthetases class I (M)/tRNA synthetases class I (C) catalytic domain/Anticodon-binding domain of tRNA, putative "		"leucyl-tRNA synthetase, putative"												121.85	0	323.31	-0.1932392	9.39E-01			0.146916303	1	0.098738589	0.113402817	0.162372419	-0.12029128	-0.266187184		-0.12029128	-0.266187184	0.509826715	0.139303316	1	0.184368831	0.207222087	0.285700209	0.154529289	1	0.013108347	0.019583547	0.03904463	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	6.5874E-05	6.9924E-06	8.20865E-05	0.000136778	3.15181E-06	9.23605E-06	0.053519039	1	0.741604609	0.000268449	1.88599E-05	0.000139736
544			Tb427_030008300	Tb427_030008300	Tb427_030008300;Tb927.3.860	Tb427_030008300;Tb927.3.860	"Phosphopantetheine attachment site, putative "		"acyl carrier protein,acyl carrier protein, mitochondrial precursor, putative"												16.531	0	201.6	-0.1981832	9.85E-01			0.275186825	0.672856449	0.792508038	0.008253047	0.036077571	-0.43124606	-0.526606289	0.363302826	-0.43124606	-0.526606289	0.363302826	0.213138445	1	0.7597582	0.018233197	0.043231245	0.602862121	1	0.617765914	0.002915768	0.005083341	0.009559908	0.018569347	1	0.003610178	0.059918126	4.5076E-05	0.006819954	0.001731151	6.80113E-05	0.000615922	4.16078E-05	0.166561848	1	0.030458353	0.000126777	0.000173338	9.31915E-06
3381			Tb427_100117900	Tb427_100117900	Tb427_100117900;Tb927.10.11080	Tb427_100117900;Tb927.10.11080	"hypothetical protein, conserved "		"paraflagellar rod protein,I17 antigen"												369.73	0	323.31	-0.2022885	9.88E-01			0.291333574	0.676083115	0.875638113	0.037925701	0.072847018	-0.38503204	-0.573018672	0.351185127	-0.38503204	-0.573018672	0.351185127	0.212594314	1	0.798488369	0.005023888	0.092846513	0.661103238	1	0.82842597	0.108633828	0.080228835	0.00030317	0.028249344	1	0.000119386	0.045465707	0.002111473	0.050579255	0.026590212	0.004326077	0.003615632	0.002198904	1	0.998466034	0.120525931	0.00461702	0.000887136	0.005590139
3540			Tb427_100148500	Tb427_100148500	Tb427_100148500;Tb927.10.14030	Tb427_100148500;Tb927.10.14030	"hypothetical protein, conserved "		"hypothetical protein, conserved"			Possible glycosomal									50.447	0	323.31	-0.2079966	9.95E-01			0.308675752	0.504086288	1	0.158158517	0.171664628	-0.499548068	-0.459862778	0.335421119	-0.499548068	-0.459862778	0.335421119	0.407378558	0.684015484	1	0.04702835	0.042073833	0.512363352	0.818063509	1	0.42532681	0.447034338	0.006285346	0.01017987	1	0.002120391	0.025885714	7.31608E-05	0.000752223	0.008708372	6.51191E-05	0.000187826	2.00437E-05	0.13908617	1	0.081153021	0.000413113	7.85968E-05	3.21746E-05
450			Tb427_020017600	Tb427_020017600	Tb427_020017600;Tb927.2.3800	Tb427_020017600;Tb927.2.3800	"hypothetical protein, conserved "														55.46	0	323.31	-0.2085168	9.99E-01			0.192254766	0.101078188	0.384431133	0.666802844	0.009264202	-0.355645257	-0.384223805	0.114318763	-0.355645257	-0.384223805	0.114318763	0.011663671	0.184714829	0.077988247	1	0.005361309	0.037823177	0.088524436	0.075305151	1	0.001767237	0.527277451	0.029995299	1	0.000408531	0.020664061	0.011695799	0.003620366	0.001289417	0.002156923	0.086690766	0.00559457	0.339178182	1	0.008795644	0.005821274	0.001285138	0.004226802
4448			Tb427_110162400	Tb427_110162400	Tb427_110162400;Tb927.11.14450	Tb427_110162400;Tb927.11.14450	"hypothetical protein, conserved "														85.439	0	323.31	-0.2098459	9.93E-01			0.379999691	0.161279988	0.950602675	0.353523374	0.062814379	-0.248185974	-0.55119489	0.169843039	-0.248185974	-0.55119489	0.169843039	0.088803654	0.012975685	1	0.036645087	0.012896984	1	0.048243939	0.851808026	0.769289667	0.056948456	0.05119542	0.422620341	1	0.254635368	0.118597697	0.001773213	0.001778874	0.00590697	0.010417598	0.001065513	0.010142349	1	0.202303988	0.023236384	0.013112934	0.01593442	0.010982045
4366			Tb427_110145400	Tb427_110145400	Tb427_110145400;Tb927.11.12860.1-p1;Tb927.11.12860.2-p1	Tb427_110145400;Tb927.11.12860.1-p1;Tb927.11.12860.2-p1	"Domain of unknown function (DUF4464), putative "		"hypothetical protein, conserved"												35.128	0	10.01	-0.2116143	9.85E-01			0.573271445	0.624878925	0.798745938	0.418721932	0.471106148	-0.270574722	-0.315435986	-0.048832155	-0.270574722	-0.315435986	-0.048832155	0.296786813	0.091531069	1	0.081349347	0.099802359	1	0.783105708	0.827284784	0.756816315	0.736648714	0.423027521	1	0.568953031	0.418000134	0.57686737	0.07558559	0.211115964	0.552031011	0.078541974	0.060055955	0.074796436	1	0.481982966	0.087617384	0.07327729	0.065002564	0.073004424
3444			Tb427_100131500	Tb427_100131500	Tb427_100131500;Tb927.10.12410	Tb427_100131500;Tb927.10.12410	"hypothetical protein, conserved "		"hypothetical protein, conserved"												24.659	0	155.4	-0.2129872	9.97E-01			0.112256876	0.488179533	1	0.086698621	0.093684999	-0.389329743	-0.309791942	0.060160012	-0.389329743	-0.309791942	0.060160012	0.228353442	0.597586941	1	0.199700747	0.166605582	0.044332928	0.014035685	1	0.006751549	0.002644858	0.064084259	0.852915973	1	0.053643568	0.111804556	0.007554815	0.075907143	0.00723979	0.027903114	0.006179466	0.010619338	1	0.236773879	0.181726962	0.004655827	0.014921157	0.008394538
2554			Tb427_090044700	Tb427_090044700	Tb427_090044700;Tb927.9.7980	Tb427_090044700;Tb927.9.7980	"hypothetical protein, conserved "														15.66	0	312.1	-0.2182012	9.92E-01			0.445890247	0.645465946	0.790675844	0.017979557	0.042888262	-0.539227693	-0.463636425	0.348260398	-0.539227693	-0.463636425	0.348260398	0.684100792	0.913027938	1	0.021194377	0.065681778	0.649555492	1	0.372027531	0.023794336	0.017858331	0.004014456	0.0233699	1	0.008949958	0.045124678	0.000171724	0.034673572	0.012969479	0.001212791	0.00063666	0.000273717	0.080094093	1	0.042788804	0.001834822	0.000260202	0.000349743
4493			Tb427_110171400	Tb427_110171400	Tb427_110171400;Tb927.11.15290	Tb427_110171400;Tb927.11.15290	"hypothetical protein, conserved "														29.659	0.001002	3.2969	-0.2220613	9.53E-01			0.569795584	0.340681647	0.821350096	0.219807154	0.263727359	-0.287447936	-0.156674726		-0.287447936	-0.156674726	0.50202365	0.139591168	0.193765604	1	0.125603661	0.085502062	1	0.487597689	0.642700193	0.314010647	0.441952656	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed												
2343			Tb427_080085200;Tb427_000728900;Tb427_000728800;Tb427_000729000	Tb427_080085200	Tb427_000728800;Tb427_000728900;Tb427_000729000;Tb427_080085200;Tb927.8.7950	Tb427_080085200;Tb927.8.7950	"hypothetical protein, conserved "		"hypothetical protein, conserved"												191.11	0	196.86	-0.230281	9.87E-01			0.112834747	0.520114205	0.940502142	0.038152702	0.089862934	-0.221677332	-0.41834495	-0.050820652	-0.221677332	-0.41834495	-0.050820652	0.1631767	0.147679588	1	0.001707902	0.094005775	0.047224935	0.412663028	1	0.00920589	0.013780523	0.128102605	1	0.821506426	0.103544315	0.161802505	0.006471209	0.025685795	0.024564415	0.0152229	0.003342712	0.005254896	1	0.102158746	0.037982613	0.005939757	0.006017875	0.005359727
414			Tb427_020007800	Tb427_020007800	Tb427_020007800;Tb927.2.2120	Tb427_020007800;Tb927.2.2120	"Protein tyrosine kinase/Protein kinase domain containing protein, putative "		"protein kinase, putative,NIMA/Nek Serine/threonine-protein kinase family, putative"												50.374	0	40.09	-0.2315331	9.71E-01			0.914121094	0.267048658	0.682496344	0.172234264	0.211424552	-0.397206744	-0.06585948		-0.397206744	-0.06585948	0.508404033	0.828242188	0.04257429	1	0.0049461	0.002057474	1	0.491523025	0.364992687	0.339522428	0.420791629	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	1	0.249880831	0.581837638	0.27189552	0.114240282	0.363582859	0.082538061	0.104043684	0.239627414	0.313989007	0.095640619	0.109857579
3639			Tb427_100165700	Tb427_100165700	Tb11.v5.0440.1-p1;Tb427_100165700;Tb927.10.15730	Tb427_100165700;Tb927.10.15730	"SPRY domain/Ankyrin repeats (many copies)/Ankyrin repeats (3 copies)/Ankyrin repeat, putative "														383.38	0	51.134	-0.2323078	9.68E-01			0.312619942	0.385401668	0.704583884	0.034350466	0.131510741	-0.021524806	-0.359035576	-0.316362974	-0.021524806	-0.359035576	-0.316362974	0.280720452	0.030782266	1	0.017302506	0.282020676	0.647868322	0.125422738	1	0.079685389	0.093384602	0.009271051	1	0.113751652	0.006063503	0.019126946	0.000180569	0.002713762	0.005671389	0.001188725	0.000131927	0.000578768	1	0.026040385	0.000226783	0.000331803	0.001550169	0.000462596
1364			Tb427_060023000	Tb427_060023000	Tb427_060023000;Tb927.6.1870	Tb427_060023000;Tb927.6.1870	"Eukaryotic initiation factor 4E, putative "		"eukaryotic translation initiation factor 4e, putative"												46.541	0	16.557	-0.2351475	9.59E-01			0.585001424	0.218176247	0.580482606	0.164641637	0.219239462	-0.280330343	-0.189964734		-0.280330343	-0.189964734	0.512138615	1	0.216252525	0.160965211	0.10713611	0.139042105	0.170002848	0.22009997	1	0.222147164	0.299436818	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	0.190754314	0.136646722	0.1376719	0.109591601	0.131863441	0.116254443	0.190471825	1	0.37976297	0.140068048	0.147683254	0.126039411
2702			Tb427_090070700	Tb427_090070700	Tb427_090070700;Tb927.9.12290	Tb427_090070700;Tb927.9.12290	"Pex19 protein family, putative "	PEX19	Peroxin 19									1		PEX19	30.889	0	323.31	-0.2401862	9.89E-01			0.443420261	0.612100534	0.852006631	0.152434671	0.157582679	-0.57711949	-0.50232785	0.358888864	-0.57711949	-0.50232785	0.358888864	0.691745602	0.799052774	1	0.324563179	0.285663058	0.62620018	1	0.556019894	0.12738534	0.125008634	0.012315	0.037248829	1	0.005355493	0.062076346	0.013690979	0.0072128	0.014179576	0.029791082	0.029588151	0.005783362	0.008917281	1	0.881334403	0.040229369	0.009621827	0.026522093
343			Tb427_010015900	Tb427_010015900	Tb427_010015900;Tb927.1.2100	Tb427_010015900;Tb927.1.2100	"Domain of unknown function (DUF1935)/Calpain family cysteine protease, putative "		"calpain-like cysteine peptidase, putative,cysteine peptidase, Clan CA, family C2, putative"												125.85	0	323.31	-0.2437094	9.78E-01			0.418548725	0.6088372	0.8252497	0.29116326	0.138773059	-0.280081739	-0.78728486	0.33623828	-0.280081739	-0.78728486	0.33623828	0.246935767	1	0.971710114	0.000421885	0.233649012	1	0.812126324	0.504038984	0.871858308	0.15415425	0.008710408	0.014385276	1	0.001209586	0.028515915	0.012853824	0.015091965	0.017165537	0.002521297	0.002261229	0.000129904	1	0.883688287	0.552032914	0.001813262	0.000669532	9.83098E-05
2001			Tb427_080017100	Tb427_080017100	Tb427_080017100;Tb927.8.1480	Tb427_080017100;Tb927.8.1480	"RAVE protein 1 C terminal, putative "														267.74	0	199.34	-0.2478313	9.60E-01			0.063752994	0.019981813	1	0.011832186	0.03985091	-0.241478422	-0.254184264		-0.241478422	-0.254184264	0.512651434	0.099962732	0.02107612	1	0.006575589	0.015215428	0.027543256	0.018887506	1	0.017088783	0.064486392	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	0.051830633	1	0.271079983	0.017763276	0.055581347	0.051746952	0.033141176	0.497246696	0.877564014	0.029294675	0.054156218	0.038408082
717			Tb427_030044000	Tb427_030044000	Tb427_030044000;Tb927.3.4070;Tb927.3.4100	Tb427_030044000;Tb927.3.4070;Tb927.3.4100	"Nodulin-like, putative "		"hypothetical protein, conserved"												64.513	0	76.941	-0.247958	9.62E-01			0.709656802	0.332979749	0.776106911	0.282144414	0.303149265	-0.262771499	-0.233144404		-0.262771499	-0.233144404	0.51528224	0.419313605	0.002955406	1	0.002247361	0.074553216	1	0.663004091	0.552213822	0.562041467	0.531745314	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	4.13388E-05	0.000284524	5.82816E-05	2.43436E-05	0.000459349	5.42644E-05	0.169104628	1	0.998217575	0.0005876	2.19589E-05	0.000105871
525			Tb427_020032200	Tb427_020032200	Tb427_020032200;Tb927.2.6130	Tb427_020032200;Tb927.2.6130	"ABC transporter, putative "														111.86	0	4.9708	-0.2528759	9.74E-01			0.619730813	0.57683456	0.130832566	0.118568116	0.079401773	-0.358477273	-0.147274597		-0.358477273	-0.147274597	0.511788768	0.239461627	1	0.170919894	0.139640141	0.081424527	1	0.153669121	0.090745237	0.09749609	0.077379019	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	0.003104295	0.00648932	0.002665206	0.00314004	0.004516915	0.011152775	0.019745187	1	0.037830261	0.003352371	0.006627681	0.003000316
3125			Tb427_100065100	Tb427_100065100	Tb11.v5.0201.1-p1;Tb427_100065100;Tb927.10.6090	Tb11.v5.0201.1-p1;Tb427_100065100;Tb927.10.6090	"hypothetical protein, conserved "														76.877	0	23.279	-0.2651649	9.78E-01			0.368682853	1	0.3374084	0.275805002	0.317080611	-0.330478496	-0.199851399		-0.330478496	-0.199851399	0.51005278	0.404267249	1	0.269850977	0.306814467	0.265701185	0.333098457	1	0.404965823	0.244795537	0.368460036	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	0.061314589	0.052830308	0.038401183	0.073826681	0.06544981	0.030759997	0.112971995	1	0.095023841	0.043691972	0.030217397	0.043277414
474			Tb427_020021800	Tb427_020021800	Tb427_020021800;Tb927.2.4580	Tb427_020021800;Tb927.2.4580	"GMP-PDE, delta subunit, putative "		"hypothetical protein, conserved"												22.66	0	110.72	-0.2735687	9.77E-01			0.055326185	1	0.084765836	0.013806997	0.029259072	-0.279484346	-0.267652955		-0.279484346	-0.267652955	0.516458217	0.067404571	1	0.156369681	0.016402026	0.043424098	0.043247799	1	0.013161991	0.011211967	0.015094045	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	0.005441047	0.061584134	0.001599298	0.002714952	0.000910172	0.004319979	0.00239946	0.324492031	1	0.005243704	0.001945487	0.002323217
1534			Tb427_060055900	Tb427_060055900	Tb427_060055900;Tb927.6.5090	Tb427_060055900;Tb927.6.5090	"hypothetical protein, conserved "														93.019	0	246.64	-0.2737795	9.77E-01			0.035113339	1	0.200403109	0.018696875	0.055436021	-0.286456368	-0.261102657		-0.286456368	-0.261102657	0.514156146	0.069135671	1	0.389381593	0.036071528	0.101505675	0.001091008	1	0.011424625	0.001322221	0.009366368	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	2.01645E-05	0.001958235	0.000626995	2.25106E-05	0.00077274	5.12029E-06	0.029033354	1	0.418560977	0.000131217	9.65535E-06	4.94688E-05
3234			Tb427_100087000	Tb427_100087000	Tb427_100087000;Tb927.10.8020	Tb427_100087000;Tb927.10.8020	"Prolyl oligopeptidase, N-terminal beta-propeller domain/Prolyl oligopeptidase family, putative "		"prolyl oligopeptidase, putative,serine peptidase clan SC, family S9A, putative"												77.596	0	323.31	-0.2929231	9.86E-01			0.020370223	1	0.223043423	0.024387556	0.03575716	-0.322430113	-0.263416019		-0.322430113	-0.263416019	0.513054026	0.040674708	1	0.445692586	0.048754216	0.069688761	6.57371E-05	1	0.000394261	2.0896E-05	0.001825559	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	4.53808E-05	0.000169112	0.000613378	0.00066193	0.000123138	0.000149281	0.063738239	1	0.599658417	0.000352909	0.000310773	4.57624E-05
3306			Tb427_100101400	Tb427_100101400	Tb427_100101400;Tb927.10.9420	Tb427_100101400;Tb927.10.9420	"BCS1 N terminal/ATPase family associated with various cellular activities (AAA), putative "														59.445	0	44.185	-0.2950664	9.52E-01			0.076416753	0.363485599	0.033921844	0.671550467	0.074822259	-0.218440503	-0.251347055	-0.415411741	-0.218440503	-0.251347055	-0.415411741	0.032644552	0.046422538	0.01986542	1	0.091038807	0.042021386	0.044034259	0.056029594	1	0.116048569	0.154584321	1	0.025870518	0.0146514	0.017379402	0.018974827	0.012915244	0.020330216	0.026786704	0.086000596	0.021583787	0.044349538	1	0.075222189	0.115138682	0.166626901	0.025133763
2499			Tb427_090032600	Tb427_090032600	Tb427_090032600;Tb927.9.6040	Tb427_090032600;Tb927.9.6040	"ThiF family, putative "		"NAD/FAD dependent dehydrogenase, putative,ubiquitin-activating enzyme, putative"												42.055	0	60.669	-0.302955	9.88E-01			0.20572797	1	0.222239016	0.111983838	0.124148415	-0.270002286	-0.324308976	-0.314553833	-0.270002286	-0.324308976	-0.314553833	0.061484367	1	0.052114607	0.013445771	0.019901579	0.136764623	1	0.106309237	0.005482046	0.006773036	0.418934919	1	0.508293205	0.317023698	0.34577063	0.152951374	0.165253511	0.177874051	0.127618067	0.132090253	0.066379143	0.098356377	0.761515267	1	0.120364566	0.150423949	0.138756256
